c Pb de flot max
a 1134 1185 59174 59174
a 1135 1184 534340 0
a 1135 1185 365248 25163
a 1135 1186 997787 929239
a 1136 1185 339334 339334
a 1136 1186 604374 604374
a 1136 1187 134463 134463
a 1137 1186 317068 317068
a 1137 1187 765225 765225
a 1137 1188 887090 269439
a 1138 1187 902729 0
a 1138 1188 592799 0
a 1138 1189 537019 230324
a 1139 1188 420793 420793
a 1139 1189 17001 17001
a 1139 1190 410157 410157
a 1140 1189 628147 150284
a 1140 1190 713550 165159
a 1140 1191 109775 109775
a 1141 1190 385079 377954
a 1141 1191 776344 6641
a 1141 1192 861673 267123
a 1142 1191 159723 159723
a 1142 1192 984585 214448
a 1142 1193 228685 228685
a 1143 1192 989765 415184
a 1143 1193 129526 129526
a 1143 1194 6885 6885
a 1144 1193 158659 158659
a 1144 1194 927812 728800
a 1144 1195 323805 323805
a 1145 1194 217833 217833
a 1145 1195 978503 479897
a 1145 1196 205405 108519
a 1146 1195 731971 488204
a 1146 1196 317837 0
a 1146 1197 809778 182970
a 1147 1196 866433 334136
a 1147 1197 151256 151256
a 1147 1198 91354 0
a 1148 1197 269874 269874
a 1148 1198 53984 53984
a 1148 1199 684153 684153
a 1149 1198 323244 323244
a 1149 1199 991128 886988
a 1149 1200 217505 217505
a 1150 1199 733400 15364
a 1150 1200 619275 604958
a 1150 1201 447406 447406
a 1151 1200 843175 375316
a 1151 1201 520705 520705
a 1151 1152 223749 223749
a 1152 1251 221199 221199
a 1152 1202 196779 0
a 1152 1203 724686 223749
a 1153 1202 966235 0
a 1153 1203 702896 19495
a 1153 1204 370563 370563
a 1154 1203 973119 675469
a 1154 1204 861554 76319
a 1154 1205 298374 298374
a 1155 1204 813276 655462
a 1155 1205 79386 79386
a 1155 1206 793229 310536
a 1156 1205 18680 18680
a 1156 1206 811356 522315
a 1156 1207 111065 111065
a 1157 1206 344809 140389
a 1157 1207 194141 194141
a 1157 1208 262320 262320
a 1158 1207 436162 382904
a 1158 1208 464014 464014
a 1158 1209 832655 765001
a 1159 1208 120314 120314
a 1159 1209 303610 172850
a 1159 1210 823783 823783
a 1160 1209 854171 348415
a 1160 1210 37009 37009
a 1160 1211 959409 779885
a 1161 1210 301576 114497
a 1161 1211 396535 89819
a 1161 1212 996465 354724
a 1162 1211 41677 41677
a 1162 1212 134086 134086
a 1162 1213 193243 193243
a 1163 1212 766362 448009
a 1163 1213 100320 100320
a 1163 1214 896138 605249
a 1164 1213 136924 136924
a 1164 1214 73439 73439
a 1164 1215 757692 210734
a 1165 1214 951649 634950
a 1165 1215 886714 459530
a 1165 1216 837077 34514
a 1166 1215 744877 55679
a 1166 1216 421745 275378
a 1166 1217 648433 648433
a 1167 1216 372293 372293
a 1167 1217 766553 567830
a 1167 1218 358925 350361
a 1168 1217 150964 48660
a 1168 1218 202714 195884
a 1168 1219 339290 321878
a 1169 1218 983619 115658
a 1169 1219 839380 839380
a 1169 1220 642899 642899
a 1170 1219 323753 178730
a 1170 1220 693550 479443
a 1170 1221 196260 183328
a 1171 1220 283161 283161
a 1171 1221 511477 511477
a 1171 1222 109146 46206
a 1172 1221 795977 461258
a 1172 1222 553153 553153
a 1172 1223 243231 81272
a 1173 1222 989219 855421
a 1173 1223 835866 195373
a 1173 1224 343551 343551
a 1174 1223 885357 0
a 1174 1224 489141 224771
a 1174 1225 933341 429217
a 1175 1224 643048 136596
a 1175 1225 957142 957142
a 1175 1226 336406 336406
a 1176 1225 996476 93300
a 1176 1226 218370 218370
a 1176 1227 758150 758150
a 1177 1226 161260 161260
a 1177 1227 590663 590663
a 1177 1228 41054 41054
a 1178 1227 520184 0
a 1178 1228 257978 0
a 1178 1229 760119 719240
a 1179 1228 859474 0
a 1179 1229 241596 0
a 1179 1230 599498 1712
a 1180 1229 502372 0
a 1180 1230 81700 0
a 1180 1231 809399 163188
a 1181 1230 214983 0
a 1181 1231 881212 17726
a 1181 1232 320876 254450
a 1182 1231 324129 64133
a 1182 1232 677188 191597
a 1182 1233 390380 390380
a 1183 1232 567359 0
a 1183 1233 666407 425242
a 1183 1234 742598 742598
a 1184 1233 427261 185963
a 1184 1234 551763 551763
a 1184 1235 231738 231738
a 1185 1234 360601 63327
a 1185 1235 711162 0
a 1185 1236 705231 360344
a 1186 1235 697006 219443
a 1186 1236 707637 707637
a 1186 1237 923601 923601
a 1187 1236 971507 176
a 1187 1237 868897 868897
a 1187 1238 30615 30615
a 1188 1237 12560 12560
a 1188 1238 389080 389080
a 1188 1239 288592 288592
a 1189 1238 289031 150284
a 1189 1239 764905 200785
a 1189 1240 46540 46540
a 1190 1239 888528 377954
a 1190 1240 783629 447077
a 1190 1241 128239 128239
a 1191 1240 697927 166364
a 1191 1241 998611 100324
a 1191 1242 9451 9451
a 1192 1241 535154 371026
a 1192 1242 322739 322739
a 1192 1243 202990 202990
a 1193 1242 441885 0
a 1193 1243 406450 158659
a 1193 1244 869396 358211
a 1194 1243 184482 184482
a 1194 1244 833710 592364
a 1194 1245 937510 176672
a 1195 1244 932572 932572
a 1195 1245 194311 194311
a 1195 1246 165023 165023
a 1196 1245 637802 0
a 1196 1246 407668 157394
a 1196 1247 872660 285261
a 1197 1246 77754 53984
a 1197 1247 895527 346192
a 1197 1248 257908 203924
a 1198 1247 108368 6203
a 1198 1248 424438 371025
a 1198 1249 163339 0
a 1199 1248 396960 396960
a 1199 1249 713468 713468
a 1199 1250 928244 476077
a 1200 1249 443499 152326
a 1200 1250 601996 333581
a 1200 1251 711872 711872
a 1201 1250 88089 0
a 1201 1251 816274 524066
a 1201 1202 710482 710482
a 1202 1301 613891 0
a 1202 1252 867779 160909
a 1202 1253 549573 549573
a 1203 1252 816881 88365
a 1203 1253 309663 280950
a 1203 1254 956022 549398
a 1204 1253 202628 202628
a 1204 1254 494145 494145
a 1204 1255 789731 405571
a 1205 1254 140138 98066
a 1205 1255 943068 0
a 1205 1256 500393 298374
a 1206 1255 821512 88949
a 1206 1256 580869 459878
a 1206 1257 424413 424413
a 1207 1256 694171 193196
a 1207 1257 174975 174975
a 1207 1258 319939 319939
a 1208 1257 468430 409158
a 1208 1258 283342 31885
a 1208 1259 744376 405605
a 1209 1258 631769 631769
a 1209 1259 196653 196653
a 1209 1260 457844 457844
a 1210 1259 560012 523250
a 1210 1260 156503 0
a 1210 1261 576191 452039
a 1211 1260 788235 582496
a 1211 1261 244592 0
a 1211 1262 908816 328885
a 1212 1261 498716 148406
a 1212 1262 858482 230519
a 1212 1263 776594 557894
a 1213 1262 48288 0
a 1213 1263 675362 204900
a 1213 1264 602608 225587
a 1214 1263 520661 520661
a 1214 1264 877990 696225
a 1214 1265 96752 96752
a 1215 1264 310392 310392
a 1215 1265 534479 288018
a 1215 1266 556171 127533
a 1216 1265 327136 327136
a 1216 1266 872342 320535
a 1216 1267 653392 34514
a 1217 1266 751548 751548
a 1217 1267 566513 322576
a 1217 1268 828366 190799
a 1218 1267 71486 71486
a 1218 1268 551294 478710
a 1218 1269 111707 111707
a 1219 1268 332214 332214
a 1219 1269 183062 183062
a 1219 1270 824712 824712
a 1220 1269 790057 418020
a 1220 1270 743073 55272
a 1220 1271 981214 932211
a 1221 1270 882599 882599
a 1221 1271 47659 47659
a 1221 1272 225805 225805
a 1222 1271 307766 307766
a 1222 1272 546375 546375
a 1222 1273 600639 600639
a 1223 1272 84359 84359
a 1223 1273 111014 111014
a 1223 1274 792352 81272
a 1224 1273 686966 304100
a 1224 1274 631675 214125
a 1224 1275 186693 186693
a 1225 1274 300070 300070
a 1225 1275 458418 458418
a 1225 1276 721171 721171
a 1226 1275 856240 0
a 1226 1276 785553 122523
a 1226 1277 593513 593513
a 1227 1276 509631 135335
a 1227 1277 537101 537101
a 1227 1278 676377 676377
a 1228 1277 854348 0
a 1228 1278 608586 0
a 1228 1279 227670 41054
a 1229 1278 966055 0
a 1229 1279 940799 0
a 1229 1280 927084 719240
a 1230 1279 307118 0
a 1230 1280 247207 0
a 1230 1281 186508 1712
a 1231 1280 288331 0
a 1231 1281 646157 81859
a 1231 1282 234167 163188
a 1232 1281 30488 30488
a 1232 1282 953922 80122
a 1232 1283 780541 335437
a 1233 1282 631126 39047
a 1233 1283 554632 554632
a 1233 1284 407906 407906
a 1234 1283 423477 86048
a 1234 1284 757950 757950
a 1234 1285 555932 513690
a 1235 1284 610170 0
a 1235 1285 574371 436832
a 1235 1286 14349 14349
a 1236 1285 847692 0
a 1236 1286 946962 751903
a 1236 1287 316254 316254
a 1237 1286 957556 260312
a 1237 1287 972945 951704
a 1237 1288 853354 593042
a 1238 1287 150284 150284
a 1238 1288 827292 0
a 1238 1289 978291 419695
a 1239 1288 377954 377954
a 1239 1289 309698 53935
a 1239 1290 435442 435442
a 1240 1289 305037 166364
a 1240 1290 616815 294617
a 1240 1291 199000 199000
a 1241 1290 7896 0
a 1241 1291 905146 41740
a 1241 1292 845157 557849
a 1242 1291 242062 0
a 1242 1292 451985 16760
a 1242 1293 315430 315430
a 1243 1292 538954 260031
a 1243 1293 83110 83110
a 1243 1294 386414 202990
a 1244 1293 946860 946860
a 1244 1294 506586 506586
a 1244 1295 660715 429701
a 1245 1294 19143 19143
a 1245 1295 116755 116755
a 1245 1296 235085 235085
a 1246 1295 33492 0
a 1246 1296 480799 211378
a 1246 1297 698398 165023
a 1247 1296 349745 349745
a 1247 1297 438354 0
a 1247 1298 671342 287911
a 1248 1297 719450 368285
a 1248 1298 588638 588638
a 1248 1299 14986 14986
a 1249 1298 697740 58168
a 1249 1299 482943 482943
a 1249 1300 324683 324683
a 1250 1299 133181 133181
a 1250 1300 304331 304331
a 1250 1301 457850 372146
a 1251 1300 848533 520597
a 1251 1301 312226 90154
a 1251 1252 879347 846386
a 1252 1351 210041 210041
a 1252 1302 554288 554288
a 1252 1303 331331 331331
a 1253 1302 525470 525470
a 1253 1303 93241 93241
a 1253 1304 414440 414440
a 1254 1303 428235 341913
a 1254 1304 556452 556452
a 1254 1305 437377 243244
a 1255 1304 88949 88949
a 1255 1305 575595 335087
a 1255 1306 70484 70484
a 1256 1305 840385 274728
a 1256 1306 125438 125438
a 1256 1307 551282 551282
a 1257 1306 55135 18911
a 1257 1307 475182 0
a 1257 1308 989635 989635
a 1258 1307 726476 177986
a 1258 1308 710983 710983
a 1258 1309 94624 94624
a 1259 1308 257813 257813
a 1259 1309 408722 408722
a 1259 1310 577566 458973
a 1260 1309 582496 582496
a 1260 1310 58255 0
a 1260 1311 881896 457844
a 1261 1310 556697 148406
a 1261 1311 906787 257917
a 1261 1312 194122 194122
a 1262 1311 436043 177816
a 1262 1312 116827 116827
a 1262 1313 264761 264761
a 1263 1312 767373 767373
a 1263 1313 158648 0
a 1263 1314 874353 516082
a 1264 1313 698164 698164
a 1264 1314 103235 103235
a 1264 1315 430805 430805
a 1265 1314 135540 135540
a 1265 1315 708535 343473
a 1265 1316 522751 232893
a 1266 1315 722375 722375
a 1266 1316 65272 65272
a 1266 1317 648188 411969
a 1267 1316 273656 273656
a 1267 1317 120406 120406
a 1267 1318 639721 34514
a 1268 1317 779643 779643
a 1268 1318 363233 0
a 1268 1319 350703 222080
a 1269 1318 874266 418020
a 1269 1319 621046 27940
a 1269 1320 275776 266829
a 1270 1319 968184 708660
a 1270 1320 719893 719893
a 1270 1321 334030 334030
a 1271 1320 850079 533875
a 1271 1321 276589 276589
a 1271 1322 757168 477172
a 1272 1321 560552 412653
a 1272 1322 228983 53540
a 1272 1323 390346 390346
a 1273 1322 825312 0
a 1273 1323 512707 466759
a 1273 1324 548994 548994
a 1274 1323 216017 216017
a 1274 1324 210870 210870
a 1274 1325 168580 168580
a 1275 1324 646821 0
a 1275 1325 862761 0
a 1275 1326 877114 645111
a 1276 1325 685923 0
a 1276 1326 585136 36644
a 1276 1327 942385 942385
a 1277 1326 334110 176329
a 1277 1327 375143 375143
a 1277 1328 579142 579142
a 1278 1327 490182 0
a 1278 1328 671137 0
a 1278 1329 942375 676377
a 1279 1328 840884 0
a 1279 1329 545403 0
a 1279 1330 79772 41054
a 1280 1329 116659 0
a 1280 1330 513586 0
a 1280 1331 799664 719240
a 1281 1330 967041 112347
a 1281 1331 880016 0
a 1281 1332 592604 1712
a 1282 1331 724208 78797
a 1282 1332 440568 102651
a 1282 1333 821586 100909
a 1283 1332 114554 114554
a 1283 1333 782231 782231
a 1283 1334 334292 79332
a 1284 1333 179899 106096
a 1284 1334 998247 998247
a 1284 1335 61513 61513
a 1285 1334 348478 348478
a 1285 1335 161419 161419
a 1285 1336 440625 440625
a 1286 1335 741943 260312
a 1286 1336 847341 740492
a 1286 1337 25760 25760
a 1287 1336 200680 200680
a 1287 1337 697802 350703
a 1287 1338 917255 866859
a 1288 1337 779821 194622
a 1288 1338 187983 187983
a 1288 1339 588391 588391
a 1289 1338 238547 166364
a 1289 1339 28866 0
a 1289 1340 650145 473630
a 1290 1339 318318 0
a 1290 1340 661877 49977
a 1290 1341 680082 680082
a 1291 1340 634333 41740
a 1291 1341 145269 0
a 1291 1342 560098 199000
a 1292 1341 226936 14876
a 1292 1342 869476 624915
a 1292 1343 517017 194849
a 1293 1342 564873 531491
a 1293 1343 500381 0
a 1293 1344 815599 813909
a 1294 1343 899164 201890
a 1294 1344 196631 196631
a 1294 1345 330198 330198
a 1295 1344 477028 477028
a 1295 1345 61460 61460
a 1295 1346 7968 7968
a 1296 1345 917653 467155
a 1296 1346 803403 0
a 1296 1347 855309 329053
a 1297 1346 459764 459764
a 1297 1347 4082 4082
a 1297 1348 69462 69462
a 1298 1347 377018 377018
a 1298 1348 300254 300254
a 1298 1349 257445 257445
a 1299 1348 481761 0
a 1299 1349 538801 206308
a 1299 1350 802662 424802
a 1300 1349 131905 131905
a 1300 1350 373470 373470
a 1300 1351 980890 644236
a 1301 1350 328339 328339
a 1301 1351 7803 7803
a 1301 1302 126158 126158
a 1302 1401 404788 404788
a 1302 1352 751090 289142
a 1302 1353 511986 511986
a 1303 1352 438156 438156
a 1303 1353 315963 315963
a 1303 1354 12366 12366
a 1304 1353 253754 148830
a 1304 1354 731478 376139
a 1304 1355 725349 534872
a 1305 1354 100303 100303
a 1305 1355 208506 208506
a 1305 1356 786808 544250
a 1306 1355 108271 108271
a 1306 1356 642510 0
a 1306 1357 106562 106562
a 1307 1356 479931 0
a 1307 1357 102273 102273
a 1307 1358 626995 626995
a 1308 1357 549392 549392
a 1308 1358 995643 500111
a 1308 1359 927249 908928
a 1309 1358 323188 323188
a 1309 1359 477403 183913
a 1309 1360 982401 578741
a 1310 1359 125850 125850
a 1310 1360 125659 125659
a 1310 1361 355870 355870
a 1311 1360 106739 106739
a 1311 1361 453997 58632
a 1311 1362 880024 728206
a 1312 1361 749249 749249
a 1312 1362 375136 93700
a 1312 1363 631114 235373
a 1313 1362 261234 261234
a 1313 1363 813291 341344
a 1313 1364 947076 360347
a 1314 1363 789951 238775
a 1314 1364 583397 27272
a 1314 1365 678553 488810
a 1315 1364 515299 409544
a 1315 1365 683699 683699
a 1315 1366 403410 403410
a 1316 1365 302107 217581
a 1316 1366 308321 308321
a 1316 1367 45919 45919
a 1317 1366 408668 408668
a 1317 1367 788251 775817
a 1317 1368 664544 127533
a 1318 1367 35663 35663
a 1318 1368 853995 90599
a 1318 1369 660186 326272
a 1319 1368 479263 479263
a 1319 1369 177182 177182
a 1319 1370 653940 302235
a 1320 1369 461663 461663
a 1320 1370 819383 819383
a 1320 1371 779598 239551
a 1321 1370 333884 189027
a 1321 1371 442474 442474
a 1321 1372 749947 391771
a 1322 1371 213908 213908
a 1322 1372 191722 191722
a 1322 1373 125082 125082
a 1323 1372 361373 165442
a 1323 1373 452955 452955
a 1323 1374 454725 454725
a 1324 1373 824800 478838
a 1324 1374 242905 242905
a 1324 1375 38121 38121
a 1325 1374 503352 0
a 1325 1375 274556 0
a 1325 1376 238171 168580
a 1326 1375 423114 0
a 1326 1376 576662 530561
a 1326 1377 546492 327523
a 1327 1376 985384 39021
a 1327 1377 501681 427413
a 1327 1378 851094 851094
a 1328 1377 649927 0
a 1328 1378 53695 0
a 1328 1379 705088 579142
a 1329 1378 310112 0
a 1329 1379 532957 277755
a 1329 1380 398622 398622
a 1330 1379 964051 17194
a 1330 1380 510971 95153
a 1330 1381 218004 41054
a 1331 1380 260001 260001
a 1331 1381 361207 361207
a 1331 1382 176829 176829
a 1332 1381 526299 127451
a 1332 1382 91466 91466
a 1332 1383 368550 0
a 1333 1382 167732 167732
a 1333 1383 452838 0
a 1333 1384 821504 821504
a 1334 1383 622456 567659
a 1334 1384 277637 277637
a 1334 1385 580761 580761
a 1335 1384 660576 260312
a 1335 1385 297340 0
a 1335 1386 855316 222932
a 1336 1385 415099 200680
a 1336 1386 236805 232788
a 1336 1387 948329 948329
a 1337 1386 961590 0
a 1337 1387 222189 222189
a 1337 1388 966361 348896
a 1338 1387 329035 329035
a 1338 1388 872115 872115
a 1338 1389 20056 20056
a 1339 1388 550475 0
a 1339 1389 698579 519027
a 1339 1390 69364 69364
a 1340 1389 949096 41740
a 1340 1390 662629 426920
a 1340 1391 96687 96687
a 1341 1390 683451 14876
a 1341 1391 438981 0
a 1341 1392 974245 680082
a 1342 1391 860280 761268
a 1342 1392 965279 528428
a 1342 1393 65710 65710
a 1343 1392 228829 228829
a 1343 1393 133011 133011
a 1343 1394 34899 34899
a 1344 1393 566685 430666
a 1344 1394 271818 253604
a 1344 1395 828887 803298
a 1345 1394 663797 467155
a 1345 1395 448746 265432
a 1345 1396 126226 126226
a 1346 1395 519112 0
a 1346 1396 863844 267458
a 1346 1397 879383 200274
a 1347 1396 983792 266797
a 1347 1397 341785 341785
a 1347 1398 101571 101571
a 1348 1397 950152 0
a 1348 1398 670819 0
a 1348 1399 490037 369716
a 1349 1398 486559 185750
a 1349 1399 221293 221293
a 1349 1400 188615 188615
a 1350 1399 72275 72275
a 1350 1400 686740 686740
a 1350 1401 367596 367596
a 1351 1400 168961 168961
a 1351 1401 370191 370191
a 1351 1352 322928 322928
a 1352 1451 143205 143205
a 1352 1402 746822 618814
a 1352 1403 288207 288207
a 1353 1402 725266 148830
a 1353 1403 492002 0
a 1353 1404 937569 827949
a 1354 1403 760164 123139
a 1354 1404 575038 272698
a 1354 1405 209386 92971
a 1355 1404 589050 589050
a 1355 1405 238834 238834
a 1355 1406 658131 23765
a 1356 1405 231627 231627
a 1356 1406 274297 274297
a 1356 1407 38326 38326
a 1357 1406 627361 627361
a 1357 1407 258088 39131
a 1357 1408 380110 91735
a 1358 1407 728931 728931
a 1358 1408 724592 670434
a 1358 1409 50929 50929
a 1359 1408 735320 735320
a 1359 1409 211150 211150
a 1359 1410 272221 272221
a 1360 1409 440286 440286
a 1360 1410 283424 261860
a 1360 1411 958961 108993
a 1361 1410 807881 807881
a 1361 1411 968736 0
a 1361 1412 845503 355870
a 1362 1411 647161 367379
a 1362 1412 628292 607085
a 1362 1413 108676 108676
a 1363 1412 935367 480132
a 1363 1413 353557 218331
a 1363 1414 117029 117029
a 1364 1413 389287 389287
a 1364 1414 630072 145721
a 1364 1415 692067 262155
a 1365 1414 598672 598672
a 1365 1415 735473 344166
a 1365 1416 447252 447252
a 1366 1415 773155 518683
a 1366 1416 483452 147473
a 1366 1417 721549 454243
a 1367 1416 811480 811480
a 1367 1417 110812 0
a 1367 1418 495988 45919
a 1368 1417 707942 120721
a 1368 1418 356095 356095
a 1368 1419 220579 220579
a 1369 1418 758870 545604
a 1369 1419 91414 91414
a 1369 1420 948081 328099
a 1370 1419 547442 547442
a 1370 1420 531699 531699
a 1370 1421 231504 231504
a 1371 1420 22754 22754
a 1371 1421 855932 156587
a 1371 1422 716592 716592
a 1372 1421 384608 384608
a 1372 1422 19444 19444
a 1372 1423 344883 344883
a 1373 1422 493283 0
a 1373 1423 954810 358435
a 1373 1424 698440 698440
a 1374 1423 126664 0
a 1374 1424 860448 0
a 1374 1425 844863 697630
a 1375 1424 818730 0
a 1375 1425 459119 0
a 1375 1426 580336 38121
a 1376 1425 782333 0
a 1376 1426 748625 674375
a 1376 1427 63787 63787
a 1377 1426 503881 503881
a 1377 1427 76457 76457
a 1377 1428 174598 174598
a 1378 1427 516221 0
a 1378 1428 784398 320402
a 1378 1429 530692 530692
a 1379 1428 736799 192367
a 1379 1429 543267 543267
a 1379 1430 138457 138457
a 1380 1429 201231 173950
a 1380 1430 607060 393318
a 1380 1431 186508 186508
a 1381 1430 432735 0
a 1381 1431 629814 94355
a 1381 1432 558791 435357
a 1382 1431 665678 122855
a 1382 1432 14421 0
a 1382 1433 578234 313172
a 1383 1432 10560 10560
a 1383 1433 507704 507704
a 1383 1434 49395 49395
a 1384 1433 225351 168323
a 1384 1434 634367 365164
a 1384 1435 909842 825966
a 1385 1434 70214 70214
a 1385 1435 969448 0
a 1385 1436 885312 711227
a 1386 1435 650549 8359
a 1386 1436 268132 268132
a 1386 1437 633937 179229
a 1387 1436 714335 343775
a 1387 1437 772013 555550
a 1387 1438 710393 600228
a 1388 1437 405284 405284
a 1388 1438 804585 804585
a 1388 1439 11142 11142
a 1389 1438 452328 452328
a 1389 1439 57735 57735
a 1389 1440 70760 70760
a 1390 1439 590784 14876
a 1390 1440 258966 0
a 1390 1441 677819 496284
a 1391 1440 777291 550323
a 1391 1441 208052 0
a 1391 1442 307632 307632
a 1392 1441 852433 241557
a 1392 1442 873729 873729
a 1392 1443 322053 322053
a 1393 1442 430666 430666
a 1393 1443 884288 0
a 1393 1444 346108 198721
a 1394 1443 480060 211768
a 1394 1444 625991 255387
a 1394 1445 496826 288503
a 1395 1444 389901 389901
a 1395 1445 212556 212556
a 1395 1446 466273 466273
a 1396 1445 275213 148721
a 1396 1446 863104 261004
a 1396 1447 250756 250756
a 1397 1446 425501 425501
a 1397 1447 93790 93790
a 1397 1448 22768 22768
a 1398 1447 652245 0
a 1398 1448 15425 0
a 1398 1449 343704 287321
a 1399 1448 663386 37611
a 1399 1449 467752 261845
a 1399 1450 401439 363828
a 1400 1449 734145 390347
a 1400 1450 58536 58536
a 1400 1451 660404 595433
a 1401 1450 411963 411963
a 1401 1451 352178 315515
a 1401 1402 868455 415097
a 1402 1501 719595 719595
a 1402 1452 204611 204611
a 1402 1453 258535 258535
a 1403 1452 41647 41647
a 1403 1453 151628 81492
a 1403 1454 659174 288207
a 1404 1453 904106 904106
a 1404 1454 631688 631688
a 1404 1455 285164 153903
a 1405 1454 400931 400931
a 1405 1455 21588 0
a 1405 1456 497719 162501
a 1406 1455 383555 272419
a 1406 1456 813152 110523
a 1406 1457 877174 542481
a 1407 1456 634310 634310
a 1407 1457 238652 133752
a 1407 1458 487315 38326
a 1408 1457 173430 173430
a 1408 1458 890896 821319
a 1408 1459 502740 502740
a 1409 1458 517133 423665
a 1409 1459 554281 16621
a 1409 1460 486843 262079
a 1410 1459 434923 434923
a 1410 1460 804777 367314
a 1410 1461 545378 539725
a 1411 1460 95326 95326
a 1411 1461 216740 216740
a 1411 1462 413908 164306
a 1412 1461 480132 480132
a 1412 1462 936334 828085
a 1412 1463 134870 134870
a 1413 1462 738666 0
a 1413 1463 494332 494332
a 1413 1464 286497 221962
a 1414 1463 397840 397840
a 1414 1464 914789 346553
a 1414 1465 918184 117029
a 1415 1464 683003 683003
a 1415 1465 315719 0
a 1415 1466 456124 442001
a 1416 1465 697074 259680
a 1416 1466 699273 699273
a 1416 1467 785627 447252
a 1417 1466 90599 90599
a 1417 1467 849934 460086
a 1417 1468 24279 24279
a 1418 1467 577914 492729
a 1418 1468 23363 23363
a 1418 1469 431526 431526
a 1419 1468 597005 300428
a 1419 1469 56848 56848
a 1419 1470 502159 502159
a 1420 1469 83847 83847
a 1420 1470 491770 491770
a 1420 1471 306935 306935
a 1421 1470 145577 145577
a 1421 1471 103448 103448
a 1421 1472 523674 523674
a 1422 1471 559484 0
a 1422 1472 583579 277973
a 1422 1473 976359 458063
a 1423 1472 210705 0
a 1423 1473 322245 23137
a 1423 1474 987042 680181
a 1424 1473 497201 0
a 1424 1474 236436 94520
a 1424 1475 901830 603920
a 1425 1474 931737 6556
a 1425 1475 435790 187648
a 1425 1476 733900 503426
a 1426 1475 904212 133990
a 1426 1476 132863 132863
a 1426 1477 949524 949524
a 1427 1476 206190 0
a 1427 1477 739814 0
a 1427 1478 799458 140244
a 1428 1477 230468 30468
a 1428 1478 317727 317727
a 1428 1479 339172 339172
a 1429 1478 178346 173950
a 1429 1479 914731 677940
a 1429 1480 396019 396019
a 1430 1479 680504 0
a 1430 1480 514929 127634
a 1430 1481 404141 404141
a 1431 1480 987438 184814
a 1431 1481 660505 32396
a 1431 1482 507588 186508
a 1432 1481 27464 27464
a 1432 1482 736340 0
a 1432 1483 607518 418453
a 1433 1482 520174 45468
a 1433 1483 947044 436027
a 1433 1484 929762 507704
a 1434 1483 507216 278171
a 1434 1484 960597 0
a 1434 1485 682549 206602
a 1435 1484 925397 425640
a 1435 1485 408685 408685
a 1435 1486 118339 0
a 1436 1485 659297 555581
a 1436 1486 829248 0
a 1436 1487 767553 767553
a 1437 1486 608820 597260
a 1437 1487 35437 35437
a 1437 1488 507366 507366
a 1438 1487 924629 827488
a 1438 1488 782257 782257
a 1438 1489 341444 247396
a 1439 1488 263801 0
a 1439 1489 960602 0
a 1439 1490 772526 83753
a 1440 1489 176171 176171
a 1440 1490 157457 157457
a 1440 1491 287455 287455
a 1441 1490 96663 96663
a 1441 1491 144894 144894
a 1441 1492 947959 496284
a 1442 1491 604250 604250
a 1442 1492 688709 439000
a 1442 1493 684299 568777
a 1443 1492 211768 211768
a 1443 1493 208883 174359
a 1443 1494 147694 147694
a 1444 1493 657881 255387
a 1444 1494 232450 0
a 1444 1495 624642 588622
a 1445 1494 856782 458608
a 1445 1495 157846 157846
a 1445 1496 33326 33326
a 1446 1495 975120 440359
a 1446 1496 333494 333494
a 1446 1497 378925 378925
a 1447 1496 742672 0
a 1447 1497 458666 0
a 1447 1498 414362 344546
a 1448 1497 766390 0
a 1448 1498 383294 37611
a 1448 1499 712970 22768
a 1449 1498 107833 107833
a 1449 1499 163446 163446
a 1449 1500 673571 668234
a 1450 1499 880359 377723
a 1450 1500 855969 112684
a 1450 1501 831027 343920
a 1451 1500 167813 167813
a 1451 1501 952631 394068
a 1451 1452 492272 492272
a 1452 1551 632123 632123
a 1452 1502 73233 0
a 1452 1503 697333 106407
a 1453 1502 832773 300762
a 1453 1503 801352 801352
a 1453 1504 422567 142019
a 1454 1503 496819 496819
a 1454 1504 975584 665810
a 1454 1505 655016 158197
a 1455 1504 121460 121460
a 1455 1505 832365 19698
a 1455 1506 329213 285164
a 1456 1505 671138 671138
a 1456 1506 323836 236196
a 1456 1507 662707 0
a 1457 1506 50062 50062
a 1457 1507 582860 204546
a 1457 1508 637724 595055
a 1458 1507 980775 913044
a 1458 1508 349249 349249
a 1458 1509 21017 21017
a 1459 1508 693744 142568
a 1459 1509 457081 389256
a 1459 1510 700815 422460
a 1460 1509 367314 367314
a 1460 1510 853791 95326
a 1460 1511 556783 262079
a 1461 1510 714692 672877
a 1461 1511 537955 537955
a 1461 1512 25765 25765
a 1462 1511 723316 723316
a 1462 1512 170078 170078
a 1462 1513 98997 98997
a 1463 1512 937000 423383
a 1463 1513 2850 2850
a 1463 1514 900348 600809
a 1464 1513 359566 359566
a 1464 1514 499668 499668
a 1464 1515 392284 392284
a 1465 1514 14581 14581
a 1465 1515 137480 137480
a 1465 1516 224648 224648
a 1466 1515 343793 343793
a 1466 1516 808617 808617
a 1466 1517 548484 79463
a 1467 1516 522851 522851
a 1467 1517 858678 745873
a 1467 1518 131343 131343
a 1468 1517 160574 0
a 1468 1518 839453 0
a 1468 1519 996943 348070
a 1469 1518 697943 0
a 1469 1519 533196 0
a 1469 1520 970375 572221
a 1470 1519 398757 0
a 1470 1520 416862 315340
